name,type,address,postcode,state,lat,lon,precision
Community Refugee Integration and Settlement Pilot,crisp,,3691,VIC,-36.027154,147.880991,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3750,VIC,-37.596078,145.005578,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3752,VIC,-37.619102,145.074353,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3916,VIC,-38.415199,145.050587,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3925,VIC,-38.528213,145.379683,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3927,VIC,-38.383368,145.153269,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3934,VIC,-38.2783,145.031598,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3937,VIC,-38.373694,145.01994,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3950,VIC,-38.435217,145.812945,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3951,VIC,-38.47372,145.798419,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3992,VIC,-38.569135,145.534315,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3995,VIC,-38.578071,145.630713,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,3996,VIC,-38.629561,145.745609,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4005,,-27.470078,153.045194,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4006,,-27.36618,153.175242,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4017,,-27.318074,153.047339,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4053,,-27.399573,152.98725,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4055,,-27.393676,152.92424,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4067,,-27.500518,153.005045,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4068,,-27.506907,152.976926,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4102,,-27.495458,153.0328,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4103,,-27.512175,153.028768,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4104,,-27.515758,153.011535,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4105,,-27.534438,153.018893,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4121,,-27.526966,153.053952,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4130,,-27.669244,153.24333,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4151,,-27.500807,153.058605,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4152,,-27.501349,153.096812,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4158,,-27.487689,153.1998,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4160,,-27.506409,153.243312,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4161,,-27.533407,153.226864,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4163,,-27.535216,153.26571,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4170,,-27.470778,153.074231,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4209,,-27.805498,153.392892,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4211,,-28.035453,153.241258,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4213,,-28.110164,153.318916,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4214,,-27.967005,153.365576,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4215,,-27.967134,153.397952,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4217,,-28.008783,153.412197,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4218,,-28.037627,153.41692,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4221,,-28.127323,153.45837,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4223,,-28.19076,153.415088,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4225,,-28.168787,153.517333,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4306,,-27.480898,152.725408,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4370,,-28.195678,151.9514612,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4380,,-28.60158006,151.8126377,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4500,,-27.307845,152.939438,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4505,,-27.153669,152.976886,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4509,,-27.232691,153.017319,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4510,,-27.070177,152.960273,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4551,,-26.828067,153.088435,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4556,,-26.700379,153.049784,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4560,,-26.635087,152.917384,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4561,,-26.531487,152.964814,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4563,,-26.425754,152.909206,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4564,,-26.612359,153.079239,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4572,,-26.671589,153.101997,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4573,,-26.516942,153.068303,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,4670,,-24.88776,152.297855,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5000,,-34.92849902,138.600746,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5041,,-35.00298,138.594176,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5052,,-35.003888,138.618684,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5061,,-34.957195,138.60648,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5062,,-35.004063,138.602387,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5063,,-34.954325,138.621477,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5066,,-34.940962,138.66029,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5152,,-34.998401,138.703957,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5153,,-35.091002,138.757945,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5154,,-35.023252,138.73592,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5158,,-35.084001,138.519781,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5165,,-35.137389,138.475092,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5167,,-35.166866,138.481211,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5173,,-35.290568,138.470002,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5266,,-35.902842,139.815539,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,5267,,-36.093534,140.348707,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6008,,-31.956599,115.811432,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6009,,-31.985791,115.804692,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6011,,-31.996371,115.757646,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6014,,-31.936389,115.808169,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6016,,-31.921222,115.831181,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6019,,-31.90733,115.769183,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6026,,-31.801707,115.799832,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6051,,-31.938107,115.899589,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6054,,-31.901801,115.942572,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6060,,-31.903241,115.840879,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6062,,-31.886322,115.89088,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6082,,-31.738368,116.295706,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6100,,-31.971725,115.896029,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6101,,-31.985247,115.908576,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6102,,-32.005644,115.904425,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6104,,-31.965498,115.977633,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6105,,-31.95388,115.963293,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6108,,-32.06089,115.953584,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6149,,-32.064941,115.858679,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6151,,-31.982199,115.869482,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6152,,-32.008509,115.870058,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6156,,-32.03954,115.800233,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6158,,-32.038541,115.766561,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6162,,-32.068768,115.759022,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6163,,-32.084784,115.798722,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6166,,-32.158361,115.790704,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6168,,-32.281957,115.75773,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6169,,-32.338504,115.763949,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6210,,-32.557981,115.728286,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6284,,-33.857591,115.188682,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6285,,-33.941351,115.280972,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,6530,,-28.802491,114.862505,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7000,,-42.878355,147.308002,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7004,,-42.890148,147.328928,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7005,,-42.916204,147.3368,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7007,,-42.922863,147.319501,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7009,,-42.842607,147.289682,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7010,,-42.85913,147.212366,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7011,,-42.793393,147.230065,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7015,,-42.83903,147.360174,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7018,,-42.877588,147.385681,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7050,,-42.975502,147.298181,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7052,,-43.008052,147.309302,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7053,,-42.947314,147.334695,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7054,,-43.00658,147.256698,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7109,,-43.571087,146.524064,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7112,,-43.291937,147.140014,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7113,,-43.091051,146.970489,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7155,,-43.128868,147.216918,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7170,,-42.85132,147.449794,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7173,,-42.823649,147.630737,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7212,,-41.567876,147.488412,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7248,,-41.397239,147.130185,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7249,,-41.472435,147.157786,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7250,,-41.432254,147.077589,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7276,,-41.293081,146.972023,postcode_centroid
Community Refugee Integration and Settlement Pilot,crisp,,7301,,-41.600123,147.046481,postcode_centroid
