institution_id,name,type,address,postcode,state,lat,lon,precision,lga_name,accreditation_level
Chabad_North_Queensland,Chabad North Queensland,cop,,4802,QLD,-20.271072,148.989038,postcode_centroid,Whitsunday,
Mongolian_Community_Association_in_Queensland,Mongolian Community Association in Queensland,cop,,4000,QLD,-27.468391,153.022126,postcode_centroid,Brisbane,
The_Vietnamese_Community_in_Australia_(Queensland_Chapter),The Vietnamese Community in Australia (Queensland Chapter),cop,,4807,QLD,-19.914965,147.133033,postcode_centroid,Burdekin,
LVIC,LVIC,cop,,4350,QLD,-27.543577,151.960952,postcode_centroid,Toowoomba,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4207,QLD,-27.733991,153.204523,postcode_centroid,Gold Coast,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4006,QLD,-27.36618,153.175242,postcode_centroid,Brisbane,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4218,QLD,-28.037627,153.41692,postcode_centroid,Gold Coast,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4122,QLD,-27.543316,153.088155,postcode_centroid,Brisbane,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4127,QLD,-27.629474,153.142035,postcode_centroid,Brisbane,
Women's_Mentoring_Foundation,Women's Mentoring Foundation,cop,,4810,QLD,-19.227783,146.764659,postcode_centroid,Townsville,
Ukrainian_Community_of_Queensland,Ukrainian Community of Queensland,cop,,4000,QLD,-27.468391,153.022126,postcode_centroid,Brisbane,
Multicultural_Mailer,Multicultural Mailer,cop,,3805,QLD,-38.037026,145.304198,postcode_centroid,Casey,
Multicultural_Mailer,Multicultural Mailer,cop,,3977,QLD,-38.1466398,145.2695101,postcode_centroid,Frankston,
Multicultural_Mailer,Multicultural Mailer,cop,,3175,QLD,-38.016114,145.208504,postcode_centroid,Casey,
Multicultural_Mailer,Multicultural Mailer,cop,,4215,QLD,-27.967134,153.397952,postcode_centroid,Gold Coast,
Multicultural_Mailer,Multicultural Mailer,cop,,4127,QLD,-27.629474,153.142035,postcode_centroid,Brisbane,
Australian_National_Chinese_Women's_Federation,Australian National Chinese Women's Federation,cop,,4215,QLD,-27.967134,153.397952,postcode_centroid,Gold Coast,
The_Federation_of_Indian_Communities_of_Queensland,The Federation of Indian Communities of Queensland,cop,,4000,QLD,-27.468391,153.022126,postcode_centroid,Brisbane,
Arise_Women_Support_Association,Arise Women Support Association,cop,,4051,QLD,-27.427508,153.000297,postcode_centroid,Brisbane,
Arise_Women_Support_Association,Arise Women Support Association,cop,,4350,QLD,-27.576308,151.852689,postcode_centroid,Toowoomba,
Women's_Power_of_Inspiration,Women's Power of Inspiration,cop,,4215,QLD,-27.967134,153.397952,postcode_centroid,Gold Coast,
Women's_Power_of_Inspiration,Women's Power of Inspiration,cop,,4131,QLD,-27.669913,153.136072,postcode_centroid,Logan,
Bangle_Foundation,Bangle Foundation,cop,,4000,QLD,-27.468391,153.022126,postcode_centroid,Brisbane,
Hillcrest_Community_Centre,Hillcrest Community Centre,cop,,4118,QLD,-27.673806,153.027323,postcode_centroid,Logan,
Vedic_Education_Arts_and_Culture,Vedic Education Arts and Culture,cop,,4350,QLD,-27.599253,151.939683,postcode_centroid,Toowoomba,
Middle_Eastern_Communities_Council_of_S.A.,Middle Eastern Communities Council of S.A.,cop,,5453,SA,-33.802932,138.582681,postcode_centroid,Wakefield,
Slava_Ukrainian_Cultural_Centre,Slava Ukrainian Cultural Centre,cop,,5011,SA,-34.87089128,138.5353265,postcode_centroid,Charles Sturt,
Afghan_United_Association_of_South_Australia,Afghan United Association of South Australia,cop,,5114,SA,-34.718681,138.754254,postcode_centroid,Gawler,
Adelaide_Eid_Festival,Adelaide Eid Festival,cop,,5000,SA,-34.92849902,138.600746,postcode_centroid,Adelaide,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5000,SA,-34.92849902,138.600746,postcode_centroid,Adelaide,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5012,SA,-34.86303,138.541637,postcode_centroid,Charles Sturt,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5043,SA,-35.005492,138.553853,postcode_centroid,Marion,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5067,SA,-34.919985,138.630575,postcode_centroid,Burnside,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5015,SA,-34.808422,138.531567,postcode_centroid,Port Adelaide Enfield,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5082,SA,-34.886018,138.587083,postcode_centroid,Port Adelaide Enfield,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5108,SA,-34.761553,138.61884,postcode_centroid,Salisbury,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5061,SA,-34.957195,138.60648,postcode_centroid,Unley,
Pashtun_Association_of_SA,Pashtun Association of SA,cop,,5031,SA,-34.936926,138.570873,postcode_centroid,West Torrens,
St._Elias_Antiochian_Orthodox_Parish_Association,St. Elias Antiochian Orthodox Parish Association,cop,,5012,SA,-34.86303,138.541637,postcode_centroid,Charles Sturt,
Associazione_Sinopolese_Del_Sud_Australia_Maria_SS_Di_Tutte_Le_Grazie,Associazione Sinopolese Del Sud Australia Maria SS Di Tutte Le Grazie,cop,,5012,SA,-34.86303,138.541637,postcode_centroid,Charles Sturt,
Ceylon_Tamil_Association_of_South_Australia,Ceylon Tamil Association of South Australia,cop,,5066,SA,-34.940962,138.66029,postcode_centroid,Adelaide Hills,
Ceylon_Tamil_Association_of_South_Australia,Ceylon Tamil Association of South Australia,cop,,5074,SA,-34.884233,138.669275,postcode_centroid,Campbelltown (SA),
Ceylon_Tamil_Association_of_South_Australia,Ceylon Tamil Association of South Australia,cop,,5091,SA,-34.822615,138.735572,postcode_centroid,Tea Tree Gully,
Circle_of_Friends_Australia,Circle of Friends Australia,cop,,5152,SA,-34.998401,138.703957,postcode_centroid,Mitcham,
Hispanic_Women's_Association_of_South_Australia,Hispanic Women's Association of South Australia,cop,,5043,SA,-35.005492,138.553853,postcode_centroid,Marion,
Hispanic_Women's_Association_of_South_Australia,Hispanic Women's Association of South Australia,cop,,5108,SA,-34.761553,138.61884,postcode_centroid,Salisbury,
Afghan_Culture_Association,Afghan Culture Association,cop,,5114,SA,-34.718681,138.754254,postcode_centroid,Gawler,
Afghan_Culture_Association,Afghan Culture Association,cop,,5082,SA,-34.886018,138.587083,postcode_centroid,Port Adelaide Enfield,
Afghan_Culture_Association,Afghan Culture Association,cop,,5108,SA,-34.761553,138.61884,postcode_centroid,Salisbury,
Telugu_Association_of_South_Australia,Telugu Association of South Australia,cop,,5011,SA,-34.87089128,138.5353265,postcode_centroid,Charles Sturt,
Telugu_Association_of_South_Australia,Telugu Association of South Australia,cop,,5043,SA,-35.005492,138.553853,postcode_centroid,Marion,
Telugu_Association_of_South_Australia,Telugu Association of South Australia,cop,,5015,SA,-34.808422,138.531567,postcode_centroid,Port Adelaide Enfield,
Telugu_Association_of_South_Australia,Telugu Association of South Australia,cop,,5108,SA,-34.761553,138.61884,postcode_centroid,Salisbury,
Telugu_Association_of_South_Australia,Telugu Association of South Australia,cop,,5031,SA,-34.936926,138.570873,postcode_centroid,West Torrens,
Cyprus_Community_of_South_Australia,Cyprus Community of South Australia,cop,,5011,SA,-34.87089128,138.5353265,postcode_centroid,Charles Sturt,
Hong_Kong_Cultural_Association_of_South_Australia,Hong Kong Cultural Association of South Australia,cop,,5000,SA,-34.92849902,138.600746,postcode_centroid,Adelaide,
Hong_Kong_Cultural_Association_of_South_Australia,Hong Kong Cultural Association of South Australia,cop,,5061,SA,-34.957195,138.60648,postcode_centroid,Unley,
Hong_Kong_Cultural_Association_of_South_Australia,Hong Kong Cultural Association of South Australia,cop,,5031,SA,-34.936926,138.570873,postcode_centroid,West Torrens,
Farda_Group,Farda Group,cop,,5000,SA,-34.92849902,138.600746,postcode_centroid,Adelaide,
Farda_Group,Farda Group,cop,,5108,SA,-34.761553,138.61884,postcode_centroid,Salisbury,
Akaal_Sikh_Society_Launceston,Akaal Sikh Society Launceston,cop,,7277,TAS,-41.366416,146.996977,postcode_centroid,Meander Valley,
Akaal_Sikh_Society_Launceston,Akaal Sikh Society Launceston,cop,,7304,TAS,-41.710417,146.165998,postcode_centroid,West Tamar,
Shia_Association_of_Ahl-E-Bayt_Tasmania,Shia Association of Ahl-E-Bayt Tasmania,cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
The_Non-resident_Nepali_Association_Australia,The Non-resident Nepali Association Australia,cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
Association_of_Colombians_in_Tasmania_(ASSOCOLTAS),Association of Colombians in Tasmania (ASSOCOLTAS),cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
Australian_Italian_Club,Australian Italian Club,cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
Be_Hers,Be Hers,cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
Multicultural_Womens_Council_of_Tasmania,Multicultural Womens Council of Tasmania,cop,,7010,TAS,-42.85913,147.212366,postcode_centroid,Glenorchy,
Multicultural_Womens_Council_of_Tasmania,Multicultural Womens Council of Tasmania,cop,,7015,TAS,-42.83903,147.360174,postcode_centroid,Clarence,
Multicultural_Womens_Council_of_Tasmania,Multicultural Womens Council of Tasmania,cop,,7005,TAS,-42.916204,147.3368,postcode_centroid,Hobart,
Multicultural_Womens_Council_of_Tasmania,Multicultural Womens Council of Tasmania,cop,,7000,TAS,-42.878355,147.308002,postcode_centroid,Hobart,
Australian_Professionals_of_Colour_(APOC),Australian Professionals of Colour (APOC),cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Sufi_Festival,Sufi Festival,cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Cypher_Culture_(Vic),Cypher Culture (Vic),cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Somali_Community,Somali Community,cop,,3040,VIC,-37.751845,144.902556,postcode_centroid,Moonee Valley,
Somali_Community,Somali Community,cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Somali_Community,Somali Community,cop,,3030,VIC,-37.91624,144.64209,postcode_centroid,Wyndham,
Yarra_Ethnic_Arts_Exchange_Association,Yarra Ethnic Arts Exchange Association,cop,,3067,VIC,-37.803515,144.998203,postcode_centroid,Yarra,
